,Date,Open,High,Low,Close,Adj Close,Volume,Typical_Price,lrets,Mkt-RF,SMB,HML,RF,ADS_INDEX_020323
23,2018-02-05,147.2899932861328,157.0,145.42999267578125,147.38999938964844,147.38999938964844,3788700,149.93999735514322,-1.5951845341898085,-4.03,0.78,-0.58,0.006,-0.117105
24,2018-02-06,144.91000366210938,149.3800048828125,143.49000549316406,149.02000427246094,149.02000427246094,2963100,147.29667154947916,1.099842308836596,1.67,-0.52,-0.18,0.006,-0.0970742
25,2018-02-07,148.6199951171875,154.02999877929688,148.07000732421875,153.1699981689453,153.1699981689453,2462800,151.7566680908203,2.746784992609985,-0.38,0.52,0.2,0.006,-0.0778801
26,2018-02-08,153.0,153.5,140.10000610351562,140.10000610351562,140.10000610351562,3737300,144.5666707356771,-8.919190681368505,-3.68,0.81,0.51,0.006,-0.0595167
27,2018-02-09,142.13999938964844,146.75999450683594,137.60000610351562,145.16000366210938,145.16000366210938,2836200,143.17333475748697,3.5480110664575903,1.36,-0.58,0.15,0.006,-0.0419782
28,2018-02-12,146.97000122070312,148.6300048828125,145.24000549316406,147.24000549316406,147.24000549316406,1614800,147.03667195638022,1.422733824541389,1.36,-0.47,-0.3,0.006,0.00543968
29,2018-02-13,146.0399932861328,148.32000732421875,145.57000732421875,147.5500030517578,147.5500030517578,1431500,147.14667256673178,0.21031762534482468,0.31,0.08,-0.24,0.006,0.0191292
30,2018-02-14,147.27000427246094,149.0,146.3000030517578,147.74000549316406,147.74000549316406,1852100,147.68000284830728,0.12868872100630924,1.52,0.26,0.48,0.006,0.0317179
31,2018-02-15,148.9499969482422,152.7899932861328,147.8000030517578,152.5399932861328,152.5399932861328,1881300,151.04332987467447,3.197280344039388,1.21,-0.14,-0.63,0.006,0.0432095
32,2018-02-16,151.92999267578125,156.19000244140625,151.17999267578125,154.02999877929688,154.02999877929688,1896300,153.79999796549478,0.9720567988988904,0.03,0.36,0.16,0.006,0.0536077
33,2018-02-20,152.89999389648438,158.1300048828125,152.02999877929688,156.75999450683594,156.75999450683594,1755300,155.63999938964844,1.75685575782909,-0.62,-0.36,-0.24,0.006,0.0847218
34,2018-02-21,156.36000061035156,160.72999572753906,156.30999755859375,157.5800018310547,157.5800018310547,1924000,158.2066650390625,0.5217339147827182,-0.43,0.78,0.23,0.006,0.0900912
35,2018-02-22,157.77999877929688,159.30999755859375,155.69000244140625,156.0500030517578,156.0500030517578,1170300,157.01666768391928,-0.9756789164313773,0.01,0.04,-0.41,0.006,0.0945141
36,2018-02-23,156.86000061035156,160.6300048828125,156.86000061035156,160.39999389648438,160.39999389648438,1035800,159.29666646321616,2.7494169107500355,1.54,-0.38,-0.15,0.006,0.0979916
37,2018-02-26,160.8000030517578,162.63999938964844,159.66000366210938,160.57000732421875,160.57000732421875,1205100,160.95667012532553,0.10593727948888798,1.12,-0.51,-0.07,0.006,0.103386
38,2018-02-27,161.27000427246094,164.24000549316406,160.75,163.33999633789062,163.33999633789062,1997900,162.77666727701822,1.7103865334506807,-1.25,-0.19,0.03,0.006,0.104339
39,2018-02-28,163.27000427246094,165.67999267578125,160.8699951171875,161.00999450683594,161.00999450683594,1934800,162.5199940999349,-1.4367454770032317,-1.11,-0.42,-0.32,0.006,0.104973
40,2018-03-01,162.6199951171875,164.25999450683594,157.8800048828125,159.57000732421875,159.57000732421875,2001700,160.57000223795572,-0.8983697417876968,-1.19,1.01,-0.02,0.005,0.10529
41,2018-03-02,158.64999389648438,167.10000610351562,157.52999877929688,166.6699981689453,166.6699981689453,2189600,163.76666768391928,4.3533055245918995,0.7,1.17,-0.49,0.005,0.106373
42,2018-03-05,164.75999450683594,169.19000244140625,163.80999755859375,168.3000030517578,168.3000030517578,2047100,167.1000010172526,0.9732320761629332,1.06,-0.39,0.23,0.005,0.113431
43,2018-03-06,169.39999389648438,171.91000366210938,168.41000366210938,171.07000732421875,171.07000732421875,2735000,170.46333821614584,1.6324752948756682,0.36,0.69,0.12,0.005,0.116001
44,2018-03-07,169.4499969482422,174.19000244140625,169.3800048828125,173.05999755859375,173.05999755859375,1654500,172.21000162760416,1.1565468792948508,0.05,0.78,-0.44,0.005,0.118549
45,2018-03-08,174.67999267578125,175.64999389648438,172.39999389648438,172.99000549316406,172.99000549316406,1851400,173.67999776204428,-0.04045199581961256,0.37,-0.48,-0.36,0.005,0.121075
46,2018-03-09,174.33999633789062,174.99000549316406,172.4600067138672,172.75999450683594,172.75999450683594,2359500,173.40333557128906,-0.13305048171190492,1.7,-0.25,0.28,0.005,0.123581
47,2018-03-12,172.75999450683594,175.89999389648438,171.55999755859375,174.42999267578125,174.42999267578125,2120300,173.96332804361978,0.9620156744603037,-0.09,0.47,-0.08,0.005,0.131065
48,2018-03-13,175.99000549316406,175.99000549316406,172.1699981689453,173.9600067138672,173.9600067138672,1842600,174.04000345865884,-0.26980467168460365,-0.67,0.08,0.03,0.005,0.133659
49,2018-03-14,175.3699951171875,176.55999755859375,173.49000549316406,175.33999633789062,175.33999633789062,1402800,175.12999979654947,0.7901498950925401,-0.53,0.23,-0.57,0.005,0.136318
50,2018-03-15,175.9600067138672,176.0,170.91000366210938,173.8300018310547,173.8300018310547,1657200,173.5800018310547,-0.8649104607634683,-0.18,-0.39,0.31,0.005,0.139042
51,2018-03-16,174.82000732421875,175.0,169.07000732421875,169.97999572753906,169.97999572753906,2442400,171.3500010172526,-2.2397062731643658,0.25,0.46,0.17,0.005,0.141832
52,2018-03-19,169.8000030517578,172.77999877929688,167.4199981689453,169.80999755859375,169.80999755859375,1974800,170.00333150227866,-0.10006073544719385,-1.38,0.35,0.41,0.005,0.150827
53,2018-03-20,169.8699951171875,173.3699951171875,169.22999572753906,172.11000061035156,172.11000061035156,3001100,171.56999715169272,1.3453660247249033,0.15,-0.08,-0.36,0.005,0.154328
54,2018-03-21,171.99000549316406,176.1999969482422,171.5,173.19000244140625,173.19000244140625,1900400,173.62999979654947,0.6255461009468277,-0.06,0.75,0.44,0.005,0.15812
55,2018-03-22,171.33999633789062,172.8300018310547,168.0,168.75999450683594,168.75999450683594,1644300,169.86333211263022,-2.5911717131662293,-2.54,0.51,-0.49,0.005,0.162202
56,2018-03-23,168.97999572753906,169.3000030517578,164.52000427246094,164.77000427246094,164.77000427246094,2005900,166.19667053222656,-2.392696670679584,-2.09,0.21,-0.23,0.005,0.166576
57,2018-03-26,168.5500030517578,172.0399932861328,167.82000732421875,171.4499969482422,171.4499969482422,2042300,170.4366658528646,3.9741073110047154,2.67,-0.68,0.03,0.005,0.181873
58,2018-03-27,173.2100067138672,173.3800048828125,161.36000061035156,162.82000732421875,162.82000732421875,2038500,165.85333760579428,-5.16463199798709,-1.87,-0.21,0.37,0.005,0.188244
59,2018-03-28,163.0,164.02000427246094,157.16000366210938,159.67999267578125,159.67999267578125,3078900,160.2866668701172,-1.9473574434313967,-0.35,0.13,0.64,0.005,0.195322
60,2018-03-29,161.60000610351562,167.4600067138672,160.27000427246094,165.4499969482422,165.4499969482422,2261500,164.3933359781901,3.549724922737507,1.41,-0.31,-0.22,0.005,0.203109
61,2018-04-02,164.44000244140625,165.85000610351562,159.24000549316406,161.6199951171875,161.6199951171875,1900300,162.2366689046224,-2.342114532880757,-2.29,-0.14,0.37,0.007,0.23967
62,2018-04-03,166.60000610351562,167.97000122070312,160.07000732421875,161.77000427246094,161.77000427246094,1817700,163.27000427246094,0.09277291586977654,1.24,-0.03,0.19,0.007,0.247585
63,2018-04-04,156.5,164.99000549316406,156.0,164.69000244140625,164.69000244140625,2060400,161.8933359781901,1.7889333958056142,1.17,0.33,-0.31,0.007,0.254497
64,2018-04-05,166.77999877929688,168.16000366210938,164.6199951171875,165.77000427246094,165.77000427246094,1762700,166.18333435058594,0.6536377499830159,0.75,0.03,0.47,0.007,0.260408
65,2018-04-06,163.9600067138672,166.8800048828125,161.24000549316406,162.94000244140625,162.94000244140625,1177500,163.6866709391276,-1.7219261344236791,-2.19,0.39,-0.06,0.007,0.26532
66,2018-04-09,164.55999755859375,166.35000610351562,162.64999389648438,162.88999938964844,162.88999938964844,1237100,163.9633331298828,-0.03069272434670367,0.3,-0.15,-0.52,0.007,0.274215
67,2018-04-10,166.25,167.42999267578125,162.1300048828125,166.5800018310547,166.5800018310547,1774600,165.37999979654947,2.240056287674186,1.77,0.4,-0.12,0.007,0.275429
68,2018-04-11,165.0800018310547,168.24000549316406,164.47000122070312,166.5,166.5,2252600,166.40333557128906,-0.04803760787401856,-0.49,0.92,-0.31,0.007,0.275792
69,2018-04-12,166.72999572753906,170.1699981689453,166.5399932861328,168.57000732421875,168.57000732421875,1554900,168.42666625976562,1.235582782084066,0.84,-0.23,0.18,0.007,0.275304
70,2018-04-13,170.0800018310547,171.3000030517578,164.7899932861328,166.89999389648438,166.89999389648438,1342000,167.663330078125,-0.9956343143445956,-0.37,0.03,-0.25,0.007,0.273965
71,2018-04-16,168.50999450683594,170.72000122070312,167.27000427246094,169.4499969482422,169.4499969482422,1245700,169.14666748046875,1.5163085945383514,0.82,0.08,-0.02,0.007,0.263275
72,2018-04-17,171.0,175.02999877929688,171.0,174.5399932861328,174.5399932861328,1700900,173.52333068847656,2.959602322582189,1.09,0.16,-1.18,0.007,0.255401
73,2018-04-18,175.38999938964844,175.5399932861328,171.2100067138672,174.3000030517578,174.3000030517578,1658900,173.68333435058594,-0.1375933234473159,0.13,0.21,0.02,0.007,0.245108
74,2018-04-19,173.2899932861328,174.36000061035156,170.88999938964844,172.99000549316406,172.99000549316406,1525500,172.74666849772134,-0.7544148921510896,-0.49,-0.47,1.08,0.007,0.232393
75,2018-04-20,171.69000244140625,172.5500030517578,167.92999267578125,168.89999389648438,168.89999389648438,1861100,169.79332987467447,-2.392703343622049,-0.81,0.06,0.58,0.007,0.217251
76,2018-04-23,169.9199981689453,170.22999572753906,166.6199951171875,167.50999450683594,167.50999450683594,1926300,168.1199951171875,-0.8263769494351259,-0.05,-0.07,0.19,0.007,0.158782
77,2018-04-24,169.19000244140625,169.61000061035156,158.1699981689453,160.66000366210938,160.66000366210938,3176300,162.8133341471354,-4.175266464271932,-1.3,0.53,1.02,0.007,0.137005
78,2018-04-25,162.4499969482422,162.7899932861328,157.25,158.0,158.0,4104600,159.34666442871094,-1.6695320512856604,0.1,-0.34,0.06,0.007,0.114335
79,2018-04-26,160.0,167.61000061035156,156.17999267578125,165.16000366210938,165.16000366210938,3801300,162.98333231608072,4.431969016402348,0.96,-0.38,-0.84,0.007,0.0907626
80,2018-04-27,166.77999877929688,167.10000610351562,160.3699951171875,163.17999267578125,163.17999267578125,2240300,163.54999796549478,-1.2060882074629298,0.01,-0.26,0.04,0.007,0.0662822
81,2018-04-30,163.17999267578125,166.91000366210938,163.17999267578125,166.13999938964844,166.13999938964844,1890600,165.40999857584634,1.7976961620846055,-0.8,0.03,-0.09,0.007,-0.0129206
82,2018-05-01,165.36000061035156,166.74000549316406,163.27000427246094,165.4199981689453,165.4199981689453,1419700,165.1433359781901,-0.4343119542571827,0.24,0.23,-0.53,0.006,-0.0415815
83,2018-05-02,164.55999755859375,167.91000366210938,164.19000244140625,165.5,165.5,1253400,165.86666870117188,0.048351162248216895,-0.63,1.28,-0.36,0.006,-0.0687921
84,2018-05-03,165.7899932861328,169.5399932861328,164.9199981689453,168.72999572753906,168.72999572753906,1945100,167.72999572753906,1.932858407184046,-0.25,-0.52,-0.15,0.006,-0.0945608
85,2018-05-04,168.6999969482422,173.08999633789062,167.4600067138672,171.22000122070312,171.22000122070312,1842800,170.59000142415366,1.4649507554824304,1.3,0.02,-0.2,0.006,-0.118896
86,2018-05-07,172.08999633789062,176.88999938964844,171.83999633789062,176.02000427246094,176.02000427246094,2163600,174.91666666666666,2.7648362774471025,0.42,0.42,-0.33,0.006,-0.182844
87,2018-05-08,172.61000061035156,176.1300048828125,170.72999572753906,176.02999877929688,176.02999877929688,3157400,174.29666646321616,0.00567789049963352,0.07,0.5,0.24,0.006,-0.200463
88,2018-05-09,177.27000427246094,180.97999572753906,175.8300018310547,180.0399932861328,180.0399932861328,2229100,178.9499969482422,2.2524583010506305,0.89,-0.23,0.25,0.006,-0.216157
89,2018-05-10,181.1300048828125,182.58999633789062,178.5399932861328,178.97999572753906,178.97999572753906,3081700,180.03666178385416,-0.590496725020806,0.85,-0.43,-0.04,0.006,-0.229928
90,2018-05-11,179.22000122070312,180.0399932861328,177.30999755859375,178.8699951171875,178.8699951171875,1527400,178.73999532063803,-0.06147861765013474,0.19,0.12,-0.38,0.006,-0.241783
91,2018-05-14,178.86000061035156,179.5,173.49000549316406,173.72999572753906,173.72999572753906,1806000,175.57333374023438,-2.9156912393772494,0.05,-0.36,0.11,0.006,-0.266088
92,2018-05-15,171.97999572753906,174.5500030517578,168.7899932861328,173.4199981689453,173.4199981689453,1749000,172.25333150227866,-0.1785957922757042,-0.55,0.67,0.4,0.006,-0.270724
93,2018-05-16,173.00999450683594,174.0,170.02000427246094,171.14999389648438,171.14999389648438,1606200,171.72333272298178,-1.3176058076115105,0.5,0.71,-0.25,0.006,-0.273666
94,2018-05-17,171.1300048828125,171.94000244140625,169.25,171.7100067138672,171.7100067138672,1444300,170.96666971842447,0.3266717111344519,0.02,0.9,0.29,0.006,-0.274914
95,2018-05-18,171.75999450683594,174.55999755859375,171.5,173.94000244140625,173.94000244140625,1190600,173.33333333333334,1.2903379771783463,-0.23,0.57,-0.61,0.006,-0.274469
96,2018-05-21,175.27000427246094,177.3699951171875,170.5800018310547,171.4499969482422,171.4499969482422,1083600,173.13333129882812,-1.441876508829587,0.72,-0.19,0.44,0.006,-0.263759
97,2018-05-22,172.2100067138672,172.83999633789062,168.0800018310547,170.25999450683594,170.25999450683594,1192700,170.3933308919271,-0.696501291670959,-0.42,-0.76,0.61,0.006,-0.258113
98,2018-05-23,168.6999969482422,174.07000732421875,168.6999969482422,173.9600067138672,173.9600067138672,1232500,172.24333699544272,2.1498778131228136,0.29,0.05,-0.7,0.006,-0.251558
99,2018-05-24,174.07000732421875,176.72000122070312,172.9199981689453,175.52000427246094,175.52000427246094,1551400,175.05333455403647,0.892759454490033,-0.16,0.37,-0.35,0.006,-0.244091
100,2018-05-25,175.19000244140625,177.49000549316406,174.7100067138672,176.72000122070312,176.72000122070312,1341100,176.30667114257812,0.6813545150763822,-0.21,0.25,-0.39,0.006,-0.235712
101,2018-05-29,176.0,177.3800048828125,174.61000061035156,176.3000030517578,176.3000030517578,1407000,176.09666951497397,-0.23794593055646018,-1.04,1.32,-1.03,0.006,-0.191388
102,2018-05-30,177.32000732421875,179.85000610351562,176.00999450683594,178.47000122070312,178.47000122070312,2221900,178.11000061035156,1.2233419993894046,1.31,0.04,0.37,0.006,-0.176783
103,2018-05-31,178.11000061035156,181.41000366210938,177.1999969482422,177.61000061035156,177.61000061035156,2002600,178.74000040690103,-0.4830387992040386,-0.7,0.08,-0.42,0.006,-0.160705
104,2018-06-01,179.05999755859375,181.57000732421875,177.3000030517578,181.50999450683594,181.50999450683594,1276900,180.12666829427084,2.172057962648122,1.06,-0.23,-0.11,0.006,-0.14315
105,2018-06-04,182.57000732421875,184.47000122070312,181.2100067138672,183.5,183.5,1541600,183.06000264485678,1.0903949152438308,0.48,0.17,-0.45,0.006,-0.0948407
106,2018-06-05,184.19000244140625,186.9499969482422,184.02999877929688,186.08999633789062,186.08999633789062,1525700,185.68999735514322,1.4015740479272232,0.17,0.82,-0.44,0.006,-0.0803849
107,2018-06-06,186.55999755859375,187.38999938964844,185.36000061035156,186.4199981689453,186.4199981689453,1410100,186.38999938964844,0.17717748369125985,0.86,-0.33,0.2,0.006,-0.0667718
108,2018-06-07,187.0,187.0,174.32000732421875,177.4499969482422,177.4499969482422,2853400,179.59000142415366,-4.931332091615115,-0.14,-0.3,0.93,0.006,-0.0539971
109,2018-06-08,177.6999969482422,180.02000427246094,176.22000122070312,178.19000244140625,178.19000244140625,2018100,178.1433359781901,0.41615485458050827,0.31,0.08,-0.4,0.006,-0.0420569
110,2018-06-11,178.4600067138672,180.5,177.0500030517578,180.0800018310547,180.0800018310547,1191300,179.21000162760416,1.055079632601963,0.12,0.17,-0.17,0.006,-0.0113321
111,2018-06-12,180.55999755859375,182.5500030517578,179.80999755859375,181.83999633789062,181.83999633789062,1420500,181.3999989827474,0.9725952638619084,0.23,0.23,-0.63,0.006,-0.00294432
112,2018-06-13,183.22999572753906,183.9499969482422,179.4499969482422,181.22999572753906,181.22999572753906,1395600,181.54332987467447,-0.3360240161143224,-0.33,0.08,-0.2,0.006,0.00450045
113,2018-06-14,182.58999633789062,187.22999572753906,182.50999450683594,185.33999633789062,185.33999633789062,2617400,185.02666219075522,2.242503715571331,0.27,0.32,-1.0,0.006,0.0110045
114,2018-06-15,184.97000122070312,186.58999633789062,181.25,186.35000610351562,186.35000610351562,1717400,184.7300008138021,0.5434702278562575,-0.08,0.05,-0.24,0.006,0.0165697
115,2018-06-18,185.36000061035156,186.7100067138672,183.0,186.41000366210938,186.41000366210938,1395200,185.3733367919922,0.03219098483739913,-0.09,0.72,0.08,0.006,0.0279634
116,2018-06-19,183.5800018310547,184.25,179.30999755859375,183.61000061035156,183.61000061035156,1503600,182.38999938964844,-1.5134622268339726,-0.38,0.57,-0.14,0.006,0.0304171
117,2018-06-20,185.0,188.58999633789062,184.47000122070312,184.75999450683594,184.75999450683594,1718700,185.93999735514322,0.624370957278586,0.23,0.73,-0.51,0.006,0.0322526
118,2018-06-21,185.0,186.57000732421875,179.94000244140625,180.27000427246094,180.27000427246094,1299900,182.26000467936197,-2.4601905116766076,-0.73,-0.63,0.33,0.006,0.0334705
119,2018-06-22,178.5800018310547,178.5800018310547,172.50999450683594,176.6999969482422,176.6999969482422,2354600,175.92999776204428,-2.000238865948134,0.11,0.0,0.46,0.006,0.034071
120,2018-06-25,174.42999267578125,175.0,169.4600067138672,171.38999938964844,171.38999938964844,1923400,171.95000203450522,-3.0511704211512836,-1.48,-0.54,0.57,0.006,0.0323106
121,2018-06-26,172.08999633789062,174.13999938964844,170.07000732421875,170.85000610351562,170.85000610351562,1506300,171.6866709391276,-0.3155643557583687,0.27,0.63,-0.24,0.006,0.0307234
122,2018-06-27,172.2100067138672,175.74000549316406,167.36000061035156,167.97000122070312,167.97000122070312,1942700,170.3566691080729,-1.7000614989412632,-1.02,-0.99,0.36,0.006,0.0286587
123,2018-06-28,167.83999633789062,173.8000030517578,167.5,172.41000366210938,172.41000366210938,1489200,171.2366689046224,2.6089983132162153,0.58,-0.18,-0.51,0.006,0.0261159
124,2018-06-29,174.0,175.25,171.55999755859375,172.47000122070312,172.47000122070312,1053100,173.09333292643228,0.03479329526188124,0.07,-0.2,-0.24,0.006,0.0230943
125,2018-07-02,171.61000061035156,177.69000244140625,170.38999938964844,177.60000610351562,177.60000610351562,1680100,175.22666931152344,2.931054954363166,0.36,0.44,-0.25,0.008,0.0121238
126,2018-07-03,178.02999877929688,179.35000610351562,176.57000732421875,177.19000244140625,177.19000244140625,757100,177.70333862304688,-0.23112479762685822,-0.44,0.81,-0.02,0.008,0.00913175
127,2018-07-05,178.19000244140625,180.4499969482422,177.8300018310547,179.42999267578125,179.42999267578125,1240600,179.23666381835938,1.2562501956765892,0.87,0.44,-0.43,0.008,0.00462786
128,2018-07-06,179.39999389648438,183.27999877929688,178.63999938964844,182.16000366210938,182.16000366210938,781500,181.36000061035156,1.510032295408159,0.88,0.05,-0.3,0.008,0.00311465
129,2018-07-09,183.22999572753906,185.25999450683594,181.10000610351562,184.85000610351562,184.85000610351562,1493500,183.7366689046224,1.4659276542098532,0.93,-0.41,0.86,0.008,0.00133292
130,2018-07-10,185.22999572753906,186.47999572753906,183.38999938964844,185.60000610351562,185.60000610351562,1221400,185.15666707356772,0.4049134836032309,0.21,-0.78,-0.17,0.008,0.00140188
131,2018-07-11,183.3699951171875,188.17999267578125,183.3699951171875,187.17999267578125,187.17999267578125,1371000,186.24332682291666,0.8476828362407929,-0.69,-0.02,-0.45,0.008,0.00177025
132,2018-07-12,188.8300018310547,194.80999755859375,188.74000549316406,194.66000366210938,194.66000366210938,2212300,192.7366689046224,3.9183784211368256,0.86,-0.35,-1.14,0.008,0.00243815
133,2018-07-13,193.2899932861328,193.97999572753906,189.24000549316406,191.05999755859375,191.05999755859375,1896500,191.42666625976562,-1.86669637475525,0.08,-0.12,-0.29,0.008,0.00340578
134,2018-07-16,191.9600067138672,192.0,188.3000030517578,189.0800018310547,189.0800018310547,1309400,189.7933349609375,-1.0417286454588393,-0.16,-0.77,0.98,0.008,0.00890194
135,2018-07-17,186.9499969482422,191.6699981689453,184.22999572753906,191.1999969482422,191.1999969482422,1337300,189.03333028157553,1.1149769047167801,0.48,0.26,-0.76,0.008,0.0126555
136,2018-07-18,192.0,194.02000427246094,190.11000061035156,192.00999450683594,192.00999450683594,1540400,192.04666646321616,0.42274407398608105,0.27,-0.28,0.67,0.008,0.0175034
137,2018-07-19,191.52999877929688,192.72999572753906,189.47999572753906,190.0399932861328,190.0399932861328,953200,190.74999491373697,-1.0312884406070921,-0.34,0.96,-0.36,0.008,0.0234471
138,2018-07-20,191.00999450683594,193.55999755859375,190.5,191.0800018310547,191.0800018310547,1439400,191.7133331298828,0.5457657114407155,-0.1,-0.18,0.12,0.008,0.0304884
139,2018-07-23,190.17999267578125,191.35000610351562,186.5800018310547,190.5,190.5,1637500,189.47666931152344,-0.30400035376656476,0.15,-0.3,0.55,0.008,0.0579223
140,2018-07-24,191.92999267578125,192.17999267578125,183.44000244140625,184.91000366210938,184.91000366210938,2743800,186.84333292643228,-2.978295454304103,0.22,-1.36,0.39,0.008,0.0687806
141,2018-07-25,184.57000732421875,187.3300018310547,183.36000061035156,183.86000061035156,183.86000061035156,3592100,184.8500010172526,-0.5694638268452401,0.83,-0.43,-1.06,0.008,0.0804513
142,2018-07-26,181.5,194.6699981689453,181.5,192.32000732421875,192.32000732421875,3787900,189.49666849772134,4.498608767507939,-0.2,0.64,0.57,0.008,0.0929379
143,2018-07-27,192.02999877929688,192.47999572753906,178.35000610351562,183.9499969482422,183.9499969482422,3280100,184.92666625976562,-4.449672446970698,-0.82,-1.38,1.06,0.008,0.106244
144,2018-07-30,184.0,184.9499969482422,178.55999755859375,178.80999755859375,178.80999755859375,2439400,180.77333068847656,-2.8340189027156626,-0.7,-0.21,1.56,0.008,0.151493
145,2018-07-31,179.25,179.99000549316406,174.35000610351562,175.9600067138672,175.9600067138672,3062900,176.76667277018228,-1.6067041297315399,0.51,0.85,-1.11,0.008,0.16886
146,2018-08-01,176.58999633789062,180.6199951171875,176.0,177.94000244140625,177.94000244140625,1977100,178.1866658528646,1.1189693900848674,-0.13,0.04,-0.18,0.007,0.187439
147,2018-08-02,177.0,183.05999755859375,176.7899932861328,182.83999633789062,182.83999633789062,1833200,180.89666239420572,2.7165004897493183,0.67,0.31,-0.67,0.007,0.204906
148,2018-08-03,183.58999633789062,183.64999389648438,178.75,180.8800048828125,180.8800048828125,1281900,181.09333292643228,-1.0777578470029248,0.31,-1.07,0.52,0.007,0.221268
149,2018-08-06,181.1199951171875,184.94000244140625,181.1199951171875,184.66000366210938,184.66000366210938,1146900,183.57333374023438,2.0682461211639414,0.46,0.25,-0.33,0.007,0.263337
150,2018-08-07,185.0,187.02999877929688,184.1999969482422,185.74000549316406,185.74000549316406,1047700,185.65666707356772,0.5831559746227732,0.29,0.03,-0.17,0.007,0.274465
